Timestamp,Serial Number,Name,Mode,Alarm,rH,Temp
2023-02-03 02:53:23,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2023-02-02 21:32:26,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-02-02 16:11:12,1192,Rear Sliding Door Centre,STATE,RESET,0,13.1,
2023-02-02 10:48:29,1192,Rear Sliding Door Centre,STATE,RESET,0,32.3,
2023-02-02 05:26:43,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-02-02 00:05:55,1192,Rear Sliding Door Centre,STATE,RESET,0,9.6,
2023-02-01 18:45:00,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2023-02-01 13:23:44,1192,Rear Sliding Door Centre,STATE,RESET,0,16.2,
2023-02-01 08:00:35,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2023-02-01 02:40:19,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2023-01-31 21:19:55,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-31 15:59:11,1192,Rear Sliding Door Centre,STATE,RESET,0,12,
2023-01-31 10:36:34,1192,Rear Sliding Door Centre,STATE,RESET,0,22.2,
2023-01-31 05:16:09,1192,Rear Sliding Door Centre,STATE,RESET,0,6.4,
2023-01-30 23:56:00,1192,Rear Sliding Door Centre,STATE,RESET,0,5,
2023-01-30 18:35:44,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-30 13:14:41,1192,Rear Sliding Door Centre,STATE,RESET,0,16.2,
2023-01-30 07:51:20,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2023-01-30 02:30:59,1192,Rear Sliding Door Centre,STATE,RESET,0,6.4,
2023-01-29 21:10:36,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2023-01-28 23:48:51,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2023-01-28 18:28:35,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2023-01-28 13:07:56,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2023-01-28 07:47:34,1192,Rear Sliding Door Centre,STATE,RESET,0,4.7,
2023-01-28 02:27:35,1192,Rear Sliding Door Centre,STATE,RESET,0,3.6,
2023-01-27 21:07:43,1192,Rear Sliding Door Centre,STATE,RESET,0,4.7,
2023-01-27 15:47:24,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2023-01-27 10:25:15,1192,Rear Sliding Door Centre,STATE,RESET,0,23.9,
2023-01-27 05:04:47,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2023-01-26 18:23:46,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2023-01-26 13:02:42,1192,Rear Sliding Door Centre,STATE,RESET,0,13.4,
2023-01-26 07:41:39,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2023-01-26 02:21:09,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-01-25 21:00:39,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2023-01-25 21:00:29,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2023-01-25 15:39:58,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2023-01-25 10:19:38,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2023-01-25 04:59:21,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2023-01-24 23:38:58,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-24 18:18:28,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2023-01-24 12:57:48,1192,Rear Sliding Door Centre,STATE,RESET,0,9.6,
2023-01-24 07:37:17,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-24 02:16:48,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-23 20:56:28,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2023-01-23 15:36:34,1192,Rear Sliding Door Centre,STATE,RESET,0,4.7,
2023-01-23 15:35:51,1192,Rear Sliding Door Centre,STATE,PRE-WARN,0,2.6,
2023-01-23 10:37:07,1192,Rear Sliding Door Centre,STATE,RESET,0,2.6,
2023-01-23 05:17:47,1192,Rear Sliding Door Centre,STATE,RESET,0,1.9,
2023-01-23 05:17:36,1192,Rear Sliding Door Centre,STATE,RESET,0,1.9,
2023-01-22 23:58:11,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2023-01-22 18:38:38,1192,Rear Sliding Door Centre,STATE,RESET,0,2.9,
2023-01-22 13:18:24,1192,Rear Sliding Door Centre,STATE,RESET,0,12.4,
2023-01-22 07:55:36,1192,Rear Sliding Door Centre,STATE,RESET,0,0.1,
2023-01-22 02:36:09,1192,Rear Sliding Door Centre,STATE,RESET,0,1.9,
2023-01-21 21:16:37,1192,Rear Sliding Door Centre,STATE,RESET,0,2.2,
2023-01-21 15:56:41,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-21 10:34:12,1192,Rear Sliding Door Centre,STATE,RESET,0,32,
2023-01-21 05:13:42,1192,Rear Sliding Door Centre,STATE,RESET,0,1.5,
2023-01-20 23:53:57,1192,Rear Sliding Door Centre,STATE,RESET,0,4.3,
2023-01-20 18:34:01,1192,Rear Sliding Door Centre,STATE,RESET,0,4.7,
2023-01-20 13:13:34,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-20 07:51:11,1192,Rear Sliding Door Centre,STATE,RESET,0,1.5,
2023-01-20 02:31:43,1192,Rear Sliding Door Centre,STATE,RESET,0,2.2,
2023-01-19 21:12:08,1192,Rear Sliding Door Centre,STATE,RESET,0,2.2,
